"geoid","measure","value","year","region_type","measure_type","region_name"
240338005114,"population",1485,2021,"block group","count","Block Group 4, Census Tract 8005.11, Prince George's County, Maryland"
240338005131,"population",805,2021,"block group","count","Block Group 1, Census Tract 8005.13, Prince George's County, Maryland"
240338005132,"population",1479,2021,"block group","count","Block Group 2, Census Tract 8005.13, Prince George's County, Maryland"
240338005133,"population",2613,2021,"block group","count","Block Group 3, Census Tract 8005.13, Prince George's County, Maryland"
240338005134,"population",1422,2021,"block group","count","Block Group 4, Census Tract 8005.13, Prince George's County, Maryland"
240338005141,"population",6015,2021,"block group","count","Block Group 1, Census Tract 8005.14, Prince George's County, Maryland"
240338005151,"population",2144,2021,"block group","count","Block Group 1, Census Tract 8005.15, Prince George's County, Maryland"
240338005152,"population",1384,2021,"block group","count","Block Group 2, Census Tract 8005.15, Prince George's County, Maryland"
240338005153,"population",1072,2021,"block group","count","Block Group 3, Census Tract 8005.15, Prince George's County, Maryland"
240338005161,"population",953,2021,"block group","count","Block Group 1, Census Tract 8005.16, Prince George's County, Maryland"
240338005162,"population",2979,2021,"block group","count","Block Group 2, Census Tract 8005.16, Prince George's County, Maryland"
240338005171,"population",3108,2021,"block group","count","Block Group 1, Census Tract 8005.17, Prince George's County, Maryland"
240338005172,"population",2621,2021,"block group","count","Block Group 2, Census Tract 8005.17, Prince George's County, Maryland"
240338005181,"population",1154,2021,"block group","count","Block Group 1, Census Tract 8005.18, Prince George's County, Maryland"
240338005182,"population",1500,2021,"block group","count","Block Group 2, Census Tract 8005.18, Prince George's County, Maryland"
240338005183,"population",1238,2021,"block group","count","Block Group 3, Census Tract 8005.18, Prince George's County, Maryland"
240338005191,"population",2120,2021,"block group","count","Block Group 1, Census Tract 8005.19, Prince George's County, Maryland"
240338005192,"population",1072,2021,"block group","count","Block Group 2, Census Tract 8005.19, Prince George's County, Maryland"
240338005193,"population",1069,2021,"block group","count","Block Group 3, Census Tract 8005.19, Prince George's County, Maryland"
240338005201,"population",2055,2021,"block group","count","Block Group 1, Census Tract 8005.20, Prince George's County, Maryland"
240338006011,"population",1853,2021,"block group","count","Block Group 1, Census Tract 8006.01, Prince George's County, Maryland"
240338006041,"population",1615,2021,"block group","count","Block Group 1, Census Tract 8006.04, Prince George's County, Maryland"
240338006051,"population",1239,2021,"block group","count","Block Group 1, Census Tract 8006.05, Prince George's County, Maryland"
240338006052,"population",3562,2021,"block group","count","Block Group 2, Census Tract 8006.05, Prince George's County, Maryland"
240338006061,"population",1671,2021,"block group","count","Block Group 1, Census Tract 8006.06, Prince George's County, Maryland"
240338006062,"population",2404,2021,"block group","count","Block Group 2, Census Tract 8006.06, Prince George's County, Maryland"
240338006063,"population",833,2021,"block group","count","Block Group 3, Census Tract 8006.06, Prince George's County, Maryland"
240338006071,"population",2687,2021,"block group","count","Block Group 1, Census Tract 8006.07, Prince George's County, Maryland"
240338006072,"population",1275,2021,"block group","count","Block Group 2, Census Tract 8006.07, Prince George's County, Maryland"
240338006073,"population",2000,2021,"block group","count","Block Group 3, Census Tract 8006.07, Prince George's County, Maryland"
240338006081,"population",1902,2021,"block group","count","Block Group 1, Census Tract 8006.08, Prince George's County, Maryland"
240338006082,"population",4476,2021,"block group","count","Block Group 2, Census Tract 8006.08, Prince George's County, Maryland"
240338007011,"population",5606,2021,"block group","count","Block Group 1, Census Tract 8007.01, Prince George's County, Maryland"
240338007012,"population",1901,2021,"block group","count","Block Group 2, Census Tract 8007.01, Prince George's County, Maryland"
240338007041,"population",1629,2021,"block group","count","Block Group 1, Census Tract 8007.04, Prince George's County, Maryland"
240338007042,"population",1263,2021,"block group","count","Block Group 2, Census Tract 8007.04, Prince George's County, Maryland"
240338007043,"population",2070,2021,"block group","count","Block Group 3, Census Tract 8007.04, Prince George's County, Maryland"
240338007051,"population",1391,2021,"block group","count","Block Group 1, Census Tract 8007.05, Prince George's County, Maryland"
240338007052,"population",2744,2021,"block group","count","Block Group 2, Census Tract 8007.05, Prince George's County, Maryland"
240338007061,"population",3829,2021,"block group","count","Block Group 1, Census Tract 8007.06, Prince George's County, Maryland"
240338007071,"population",3236,2021,"block group","count","Block Group 1, Census Tract 8007.07, Prince George's County, Maryland"
240338008001,"population",1409,2021,"block group","count","Block Group 1, Census Tract 8008, Prince George's County, Maryland"
240338008002,"population",1034,2021,"block group","count","Block Group 2, Census Tract 8008, Prince George's County, Maryland"
240338008003,"population",638,2021,"block group","count","Block Group 3, Census Tract 8008, Prince George's County, Maryland"
240338009001,"population",822,2021,"block group","count","Block Group 1, Census Tract 8009, Prince George's County, Maryland"
240338009002,"population",695,2021,"block group","count","Block Group 2, Census Tract 8009, Prince George's County, Maryland"
240338010031,"population",4280,2021,"block group","count","Block Group 1, Census Tract 8010.03, Prince George's County, Maryland"
240338010032,"population",1263,2021,"block group","count","Block Group 2, Census Tract 8010.03, Prince George's County, Maryland"
240338010041,"population",851,2021,"block group","count","Block Group 1, Census Tract 8010.04, Prince George's County, Maryland"
240338010042,"population",4080,2021,"block group","count","Block Group 2, Census Tract 8010.04, Prince George's County, Maryland"
240338010051,"population",2205,2021,"block group","count","Block Group 1, Census Tract 8010.05, Prince George's County, Maryland"
240338010052,"population",1938,2021,"block group","count","Block Group 2, Census Tract 8010.05, Prince George's County, Maryland"
240338010061,"population",1260,2021,"block group","count","Block Group 1, Census Tract 8010.06, Prince George's County, Maryland"
240338010062,"population",2579,2021,"block group","count","Block Group 2, Census Tract 8010.06, Prince George's County, Maryland"
240338011043,"population",3079,2021,"block group","count","Block Group 3, Census Tract 8011.04, Prince George's County, Maryland"
240338012071,"population",1411,2021,"block group","count","Block Group 1, Census Tract 8012.07, Prince George's County, Maryland"
240338012072,"population",2874,2021,"block group","count","Block Group 2, Census Tract 8012.07, Prince George's County, Maryland"
240338012081,"population",2153,2021,"block group","count","Block Group 1, Census Tract 8012.08, Prince George's County, Maryland"
240338012082,"population",2591,2021,"block group","count","Block Group 2, Census Tract 8012.08, Prince George's County, Maryland"
240338012091,"population",2971,2021,"block group","count","Block Group 1, Census Tract 8012.09, Prince George's County, Maryland"
240338012092,"population",1727,2021,"block group","count","Block Group 2, Census Tract 8012.09, Prince George's County, Maryland"
240338012101,"population",2361,2021,"block group","count","Block Group 1, Census Tract 8012.10, Prince George's County, Maryland"
240338012102,"population",1725,2021,"block group","count","Block Group 2, Census Tract 8012.10, Prince George's County, Maryland"
240338012111,"population",1380,2021,"block group","count","Block Group 1, Census Tract 8012.11, Prince George's County, Maryland"
240338012112,"population",1894,2021,"block group","count","Block Group 2, Census Tract 8012.11, Prince George's County, Maryland"
240338012121,"population",1353,2021,"block group","count","Block Group 1, Census Tract 8012.12, Prince George's County, Maryland"
240338012122,"population",1925,2021,"block group","count","Block Group 2, Census Tract 8012.12, Prince George's County, Maryland"
240338012131,"population",1025,2021,"block group","count","Block Group 1, Census Tract 8012.13, Prince George's County, Maryland"
240338012132,"population",2511,2021,"block group","count","Block Group 2, Census Tract 8012.13, Prince George's County, Maryland"
240338012141,"population",1373,2021,"block group","count","Block Group 1, Census Tract 8012.14, Prince George's County, Maryland"
240338012142,"population",3050,2021,"block group","count","Block Group 2, Census Tract 8012.14, Prince George's County, Maryland"
240338012151,"population",2635,2021,"block group","count","Block Group 1, Census Tract 8012.15, Prince George's County, Maryland"
240338012161,"population",1496,2021,"block group","count","Block Group 1, Census Tract 8012.16, Prince George's County, Maryland"
240338012162,"population",699,2021,"block group","count","Block Group 2, Census Tract 8012.16, Prince George's County, Maryland"
240338012163,"population",1575,2021,"block group","count","Block Group 3, Census Tract 8012.16, Prince George's County, Maryland"
240338012171,"population",986,2021,"block group","count","Block Group 1, Census Tract 8012.17, Prince George's County, Maryland"
240338012172,"population",3000,2021,"block group","count","Block Group 2, Census Tract 8012.17, Prince George's County, Maryland"
240338013021,"population",1534,2021,"block group","count","Block Group 1, Census Tract 8013.02, Prince George's County, Maryland"
240338013022,"population",1104,2021,"block group","count","Block Group 2, Census Tract 8013.02, Prince George's County, Maryland"
240338013051,"population",3541,2021,"block group","count","Block Group 1, Census Tract 8013.05, Prince George's County, Maryland"
240338013052,"population",2359,2021,"block group","count","Block Group 2, Census Tract 8013.05, Prince George's County, Maryland"
240338013053,"population",523,2021,"block group","count","Block Group 3, Census Tract 8013.05, Prince George's County, Maryland"
240338013071,"population",2322,2021,"block group","count","Block Group 1, Census Tract 8013.07, Prince George's County, Maryland"
240338013072,"population",1587,2021,"block group","count","Block Group 2, Census Tract 8013.07, Prince George's County, Maryland"
240338013081,"population",1468,2021,"block group","count","Block Group 1, Census Tract 8013.08, Prince George's County, Maryland"
240338013082,"population",2275,2021,"block group","count","Block Group 2, Census Tract 8013.08, Prince George's County, Maryland"
240338013091,"population",1464,2021,"block group","count","Block Group 1, Census Tract 8013.09, Prince George's County, Maryland"
240338013092,"population",2003,2021,"block group","count","Block Group 2, Census Tract 8013.09, Prince George's County, Maryland"
240338013101,"population",3781,2021,"block group","count","Block Group 1, Census Tract 8013.10, Prince George's County, Maryland"
240338013102,"population",2413,2021,"block group","count","Block Group 2, Census Tract 8013.10, Prince George's County, Maryland"
240338013111,"population",2442,2021,"block group","count","Block Group 1, Census Tract 8013.11, Prince George's County, Maryland"
240338013112,"population",1959,2021,"block group","count","Block Group 2, Census Tract 8013.11, Prince George's County, Maryland"
240338013113,"population",2672,2021,"block group","count","Block Group 3, Census Tract 8013.11, Prince George's County, Maryland"
240338013121,"population",1020,2021,"block group","count","Block Group 1, Census Tract 8013.12, Prince George's County, Maryland"
240338013122,"population",3211,2021,"block group","count","Block Group 2, Census Tract 8013.12, Prince George's County, Maryland"
240338013131,"population",1271,2021,"block group","count","Block Group 1, Census Tract 8013.13, Prince George's County, Maryland"
240338013132,"population",1893,2021,"block group","count","Block Group 2, Census Tract 8013.13, Prince George's County, Maryland"
240338014041,"population",1168,2021,"block group","count","Block Group 1, Census Tract 8014.04, Prince George's County, Maryland"
240338014042,"population",1296,2021,"block group","count","Block Group 2, Census Tract 8014.04, Prince George's County, Maryland"
240338014043,"population",2705,2021,"block group","count","Block Group 3, Census Tract 8014.04, Prince George's County, Maryland"
240338014051,"population",2353,2021,"block group","count","Block Group 1, Census Tract 8014.05, Prince George's County, Maryland"
240338014052,"population",1783,2021,"block group","count","Block Group 2, Census Tract 8014.05, Prince George's County, Maryland"
240338014061,"population",416,2021,"block group","count","Block Group 1, Census Tract 8014.06, Prince George's County, Maryland"
240338014062,"population",2710,2021,"block group","count","Block Group 2, Census Tract 8014.06, Prince George's County, Maryland"
240338014071,"population",1780,2021,"block group","count","Block Group 1, Census Tract 8014.07, Prince George's County, Maryland"
240338014072,"population",2486,2021,"block group","count","Block Group 2, Census Tract 8014.07, Prince George's County, Maryland"
240338014073,"population",851,2021,"block group","count","Block Group 3, Census Tract 8014.07, Prince George's County, Maryland"
240338014074,"population",1457,2021,"block group","count","Block Group 4, Census Tract 8014.07, Prince George's County, Maryland"
240338014081,"population",1889,2021,"block group","count","Block Group 1, Census Tract 8014.08, Prince George's County, Maryland"
240338014082,"population",1357,2021,"block group","count","Block Group 2, Census Tract 8014.08, Prince George's County, Maryland"
240338014091,"population",1848,2021,"block group","count","Block Group 1, Census Tract 8014.09, Prince George's County, Maryland"
240338014092,"population",1273,2021,"block group","count","Block Group 2, Census Tract 8014.09, Prince George's County, Maryland"
240338014101,"population",1509,2021,"block group","count","Block Group 1, Census Tract 8014.10, Prince George's County, Maryland"
240338014102,"population",1778,2021,"block group","count","Block Group 2, Census Tract 8014.10, Prince George's County, Maryland"
240338014111,"population",1382,2021,"block group","count","Block Group 1, Census Tract 8014.11, Prince George's County, Maryland"
240338014112,"population",2306,2021,"block group","count","Block Group 2, Census Tract 8014.11, Prince George's County, Maryland"
240338015001,"population",1469,2021,"block group","count","Block Group 1, Census Tract 8015, Prince George's County, Maryland"
240338015002,"population",1134,2021,"block group","count","Block Group 2, Census Tract 8015, Prince George's County, Maryland"
240338016001,"population",891,2021,"block group","count","Block Group 1, Census Tract 8016, Prince George's County, Maryland"
240338016002,"population",777,2021,"block group","count","Block Group 2, Census Tract 8016, Prince George's County, Maryland"
240338016003,"population",650,2021,"block group","count","Block Group 3, Census Tract 8016, Prince George's County, Maryland"
240338017011,"population",2487,2021,"block group","count","Block Group 1, Census Tract 8017.01, Prince George's County, Maryland"
240338017012,"population",1780,2021,"block group","count","Block Group 2, Census Tract 8017.01, Prince George's County, Maryland"
240338017021,"population",559,2021,"block group","count","Block Group 1, Census Tract 8017.02, Prince George's County, Maryland"
240338017022,"population",3385,2021,"block group","count","Block Group 2, Census Tract 8017.02, Prince George's County, Maryland"
240338017041,"population",1646,2021,"block group","count","Block Group 1, Census Tract 8017.04, Prince George's County, Maryland"
240338017042,"population",2228,2021,"block group","count","Block Group 2, Census Tract 8017.04, Prince George's County, Maryland"
240338017043,"population",1144,2021,"block group","count","Block Group 3, Census Tract 8017.04, Prince George's County, Maryland"
240338017061,"population",1560,2021,"block group","count","Block Group 1, Census Tract 8017.06, Prince George's County, Maryland"
240338017071,"population",1781,2021,"block group","count","Block Group 1, Census Tract 8017.07, Prince George's County, Maryland"
240338017072,"population",1822,2021,"block group","count","Block Group 2, Census Tract 8017.07, Prince George's County, Maryland"
240338017073,"population",2827,2021,"block group","count","Block Group 3, Census Tract 8017.07, Prince George's County, Maryland"
240338017081,"population",1772,2021,"block group","count","Block Group 1, Census Tract 8017.08, Prince George's County, Maryland"
240338017082,"population",1918,2021,"block group","count","Block Group 2, Census Tract 8017.08, Prince George's County, Maryland"
240338018011,"population",2089,2021,"block group","count","Block Group 1, Census Tract 8018.01, Prince George's County, Maryland"
240338018021,"population",304,2021,"block group","count","Block Group 1, Census Tract 8018.02, Prince George's County, Maryland"
240338018022,"population",2133,2021,"block group","count","Block Group 2, Census Tract 8018.02, Prince George's County, Maryland"
240338018023,"population",1110,2021,"block group","count","Block Group 3, Census Tract 8018.02, Prince George's County, Maryland"
240338018041,"population",484,2021,"block group","count","Block Group 1, Census Tract 8018.04, Prince George's County, Maryland"
240338018042,"population",1663,2021,"block group","count","Block Group 2, Census Tract 8018.04, Prince George's County, Maryland"
240338018051,"population",2277,2021,"block group","count","Block Group 1, Census Tract 8018.05, Prince George's County, Maryland"
240338018071,"population",1423,2021,"block group","count","Block Group 1, Census Tract 8018.07, Prince George's County, Maryland"
240338018072,"population",2232,2021,"block group","count","Block Group 2, Census Tract 8018.07, Prince George's County, Maryland"
240338018073,"population",1233,2021,"block group","count","Block Group 3, Census Tract 8018.07, Prince George's County, Maryland"
240338018081,"population",1000,2021,"block group","count","Block Group 1, Census Tract 8018.08, Prince George's County, Maryland"
240338018082,"population",924,2021,"block group","count","Block Group 2, Census Tract 8018.08, Prince George's County, Maryland"
240338018083,"population",2244,2021,"block group","count","Block Group 3, Census Tract 8018.08, Prince George's County, Maryland"
240338019011,"population",1133,2021,"block group","count","Block Group 1, Census Tract 8019.01, Prince George's County, Maryland"
240338019012,"population",910,2021,"block group","count","Block Group 2, Census Tract 8019.01, Prince George's County, Maryland"
240338019013,"population",732,2021,"block group","count","Block Group 3, Census Tract 8019.01, Prince George's County, Maryland"
240338019014,"population",2102,2021,"block group","count","Block Group 4, Census Tract 8019.01, Prince George's County, Maryland"
240338019041,"population",1607,2021,"block group","count","Block Group 1, Census Tract 8019.04, Prince George's County, Maryland"
240338019042,"population",1612,2021,"block group","count","Block Group 2, Census Tract 8019.04, Prince George's County, Maryland"
240338019051,"population",1579,2021,"block group","count","Block Group 1, Census Tract 8019.05, Prince George's County, Maryland"
240338019052,"population",4549,2021,"block group","count","Block Group 2, Census Tract 8019.05, Prince George's County, Maryland"
240338019061,"population",650,2021,"block group","count","Block Group 1, Census Tract 8019.06, Prince George's County, Maryland"
240338019062,"population",1175,2021,"block group","count","Block Group 2, Census Tract 8019.06, Prince George's County, Maryland"
240338019071,"population",2268,2021,"block group","count","Block Group 1, Census Tract 8019.07, Prince George's County, Maryland"
240338019072,"population",620,2021,"block group","count","Block Group 2, Census Tract 8019.07, Prince George's County, Maryland"
240338019081,"population",1623,2021,"block group","count","Block Group 1, Census Tract 8019.08, Prince George's County, Maryland"
240338019082,"population",1634,2021,"block group","count","Block Group 2, Census Tract 8019.08, Prince George's County, Maryland"
240338020011,"population",1534,2021,"block group","count","Block Group 1, Census Tract 8020.01, Prince George's County, Maryland"
240338020012,"population",2533,2021,"block group","count","Block Group 2, Census Tract 8020.01, Prince George's County, Maryland"
240338020013,"population",1314,2021,"block group","count","Block Group 3, Census Tract 8020.01, Prince George's County, Maryland"
240338020021,"population",404,2021,"block group","count","Block Group 1, Census Tract 8020.02, Prince George's County, Maryland"
240338020022,"population",1451,2021,"block group","count","Block Group 2, Census Tract 8020.02, Prince George's County, Maryland"
240338020023,"population",1770,2021,"block group","count","Block Group 3, Census Tract 8020.02, Prince George's County, Maryland"
240338021031,"population",1637,2021,"block group","count","Block Group 1, Census Tract 8021.03, Prince George's County, Maryland"
240338021032,"population",1703,2021,"block group","count","Block Group 2, Census Tract 8021.03, Prince George's County, Maryland"
240338021041,"population",836,2021,"block group","count","Block Group 1, Census Tract 8021.04, Prince George's County, Maryland"
240338021042,"population",1105,2021,"block group","count","Block Group 2, Census Tract 8021.04, Prince George's County, Maryland"
240338021061,"population",2262,2021,"block group","count","Block Group 1, Census Tract 8021.06, Prince George's County, Maryland"
240338021062,"population",909,2021,"block group","count","Block Group 2, Census Tract 8021.06, Prince George's County, Maryland"
240338021063,"population",1120,2021,"block group","count","Block Group 3, Census Tract 8021.06, Prince George's County, Maryland"
240338021071,"population",1024,2021,"block group","count","Block Group 1, Census Tract 8021.07, Prince George's County, Maryland"
240338021072,"population",929,2021,"block group","count","Block Group 2, Census Tract 8021.07, Prince George's County, Maryland"
240338021073,"population",1970,2021,"block group","count","Block Group 3, Census Tract 8021.07, Prince George's County, Maryland"
240338022011,"population",1084,2021,"block group","count","Block Group 1, Census Tract 8022.01, Prince George's County, Maryland"
240338022012,"population",1353,2021,"block group","count","Block Group 2, Census Tract 8022.01, Prince George's County, Maryland"
240338022031,"population",2329,2021,"block group","count","Block Group 1, Census Tract 8022.03, Prince George's County, Maryland"
240338022032,"population",1279,2021,"block group","count","Block Group 2, Census Tract 8022.03, Prince George's County, Maryland"
240338022033,"population",1295,2021,"block group","count","Block Group 3, Census Tract 8022.03, Prince George's County, Maryland"
240338022041,"population",1881,2021,"block group","count","Block Group 1, Census Tract 8022.04, Prince George's County, Maryland"
240338022042,"population",1502,2021,"block group","count","Block Group 2, Census Tract 8022.04, Prince George's County, Maryland"
240338022043,"population",1326,2021,"block group","count","Block Group 3, Census Tract 8022.04, Prince George's County, Maryland"
240338022044,"population",1541,2021,"block group","count","Block Group 4, Census Tract 8022.04, Prince George's County, Maryland"
240338023011,"population",1624,2021,"block group","count","Block Group 1, Census Tract 8023.01, Prince George's County, Maryland"
240338023012,"population",1562,2021,"block group","count","Block Group 2, Census Tract 8023.01, Prince George's County, Maryland"
240338023013,"population",758,2021,"block group","count","Block Group 3, Census Tract 8023.01, Prince George's County, Maryland"
240338024041,"population",1555,2021,"block group","count","Block Group 1, Census Tract 8024.04, Prince George's County, Maryland"
240338024042,"population",701,2021,"block group","count","Block Group 2, Census Tract 8024.04, Prince George's County, Maryland"
240338024043,"population",2216,2021,"block group","count","Block Group 3, Census Tract 8024.04, Prince George's County, Maryland"
240338024051,"population",2190,2021,"block group","count","Block Group 1, Census Tract 8024.05, Prince George's County, Maryland"
240338024052,"population",1619,2021,"block group","count","Block Group 2, Census Tract 8024.05, Prince George's County, Maryland"
240338024061,"population",1018,2021,"block group","count","Block Group 1, Census Tract 8024.06, Prince George's County, Maryland"
240338024062,"population",1313,2021,"block group","count","Block Group 2, Census Tract 8024.06, Prince George's County, Maryland"
240338024071,"population",1448,2021,"block group","count","Block Group 1, Census Tract 8024.07, Prince George's County, Maryland"
240338024072,"population",1822,2021,"block group","count","Block Group 2, Census Tract 8024.07, Prince George's County, Maryland"
240338024081,"population",1544,2021,"block group","count","Block Group 1, Census Tract 8024.08, Prince George's County, Maryland"
240338024082,"population",273,2021,"block group","count","Block Group 2, Census Tract 8024.08, Prince George's County, Maryland"
240338025011,"population",1061,2021,"block group","count","Block Group 1, Census Tract 8025.01, Prince George's County, Maryland"
240338025012,"population",1162,2021,"block group","count","Block Group 2, Census Tract 8025.01, Prince George's County, Maryland"
240338025021,"population",728,2021,"block group","count","Block Group 1, Census Tract 8025.02, Prince George's County, Maryland"
240338025022,"population",1493,2021,"block group","count","Block Group 2, Census Tract 8025.02, Prince George's County, Maryland"
240338026001,"population",1804,2021,"block group","count","Block Group 1, Census Tract 8026, Prince George's County, Maryland"
240338026002,"population",1556,2021,"block group","count","Block Group 2, Census Tract 8026, Prince George's County, Maryland"
240338027001,"population",757,2021,"block group","count","Block Group 1, Census Tract 8027, Prince George's County, Maryland"
240338027002,"population",940,2021,"block group","count","Block Group 2, Census Tract 8027, Prince George's County, Maryland"
240338027003,"population",1245,2021,"block group","count","Block Group 3, Census Tract 8027, Prince George's County, Maryland"
240338028031,"population",3792,2021,"block group","count","Block Group 1, Census Tract 8028.03, Prince George's County, Maryland"
240338028032,"population",1734,2021,"block group","count","Block Group 2, Census Tract 8028.03, Prince George's County, Maryland"
240338028041,"population",659,2021,"block group","count","Block Group 1, Census Tract 8028.04, Prince George's County, Maryland"
240338028042,"population",1396,2021,"block group","count","Block Group 2, Census Tract 8028.04, Prince George's County, Maryland"
240338028043,"population",1285,2021,"block group","count","Block Group 3, Census Tract 8028.04, Prince George's County, Maryland"
240338028044,"population",1497,2021,"block group","count","Block Group 4, Census Tract 8028.04, Prince George's County, Maryland"
240338028051,"population",979,2021,"block group","count","Block Group 1, Census Tract 8028.05, Prince George's County, Maryland"
240338028052,"population",1224,2021,"block group","count","Block Group 2, Census Tract 8028.05, Prince George's County, Maryland"
240338028053,"population",2372,2021,"block group","count","Block Group 3, Census Tract 8028.05, Prince George's County, Maryland"
240338029011,"population",1637,2021,"block group","count","Block Group 1, Census Tract 8029.01, Prince George's County, Maryland"
240338029012,"population",835,2021,"block group","count","Block Group 2, Census Tract 8029.01, Prince George's County, Maryland"
240338029013,"population",1360,2021,"block group","count","Block Group 3, Census Tract 8029.01, Prince George's County, Maryland"
240338030011,"population",1455,2021,"block group","count","Block Group 1, Census Tract 8030.01, Prince George's County, Maryland"
240338030012,"population",1511,2021,"block group","count","Block Group 2, Census Tract 8030.01, Prince George's County, Maryland"
240338030021,"population",1085,2021,"block group","count","Block Group 1, Census Tract 8030.02, Prince George's County, Maryland"
240338030022,"population",1484,2021,"block group","count","Block Group 2, Census Tract 8030.02, Prince George's County, Maryland"
240338031001,"population",813,2021,"block group","count","Block Group 1, Census Tract 8031, Prince George's County, Maryland"
240338031002,"population",1777,2021,"block group","count","Block Group 2, Census Tract 8031, Prince George's County, Maryland"
240338032001,"population",1716,2021,"block group","count","Block Group 1, Census Tract 8032, Prince George's County, Maryland"
240338032002,"population",1187,2021,"block group","count","Block Group 2, Census Tract 8032, Prince George's County, Maryland"
240338033001,"population",1127,2021,"block group","count","Block Group 1, Census Tract 8033, Prince George's County, Maryland"
240338033002,"population",858,2021,"block group","count","Block Group 2, Census Tract 8033, Prince George's County, Maryland"
240338033003,"population",1170,2021,"block group","count","Block Group 3, Census Tract 8033, Prince George's County, Maryland"
240338033004,"population",1222,2021,"block group","count","Block Group 4, Census Tract 8033, Prince George's County, Maryland"
240338034011,"population",663,2021,"block group","count","Block Group 1, Census Tract 8034.01, Prince George's County, Maryland"
240338034012,"population",742,2021,"block group","count","Block Group 2, Census Tract 8034.01, Prince George's County, Maryland"
240338034021,"population",2511,2021,"block group","count","Block Group 1, Census Tract 8034.02, Prince George's County, Maryland"
240338034022,"population",867,2021,"block group","count","Block Group 2, Census Tract 8034.02, Prince George's County, Maryland"
240338034023,"population",681,2021,"block group","count","Block Group 3, Census Tract 8034.02, Prince George's County, Maryland"
240338035081,"population",1334,2021,"block group","count","Block Group 1, Census Tract 8035.08, Prince George's County, Maryland"
240338035082,"population",1785,2021,"block group","count","Block Group 2, Census Tract 8035.08, Prince George's County, Maryland"
240338035083,"population",1282,2021,"block group","count","Block Group 3, Census Tract 8035.08, Prince George's County, Maryland"
240338035091,"population",2064,2021,"block group","count","Block Group 1, Census Tract 8035.09, Prince George's County, Maryland"
240338035092,"population",1031,2021,"block group","count","Block Group 2, Census Tract 8035.09, Prince George's County, Maryland"
240338035121,"population",2370,2021,"block group","count","Block Group 1, Census Tract 8035.12, Prince George's County, Maryland"
240338035122,"population",2639,2021,"block group","count","Block Group 2, Census Tract 8035.12, Prince George's County, Maryland"
240338035123,"population",1613,2021,"block group","count","Block Group 3, Census Tract 8035.12, Prince George's County, Maryland"
240338035131,"population",1038,2021,"block group","count","Block Group 1, Census Tract 8035.13, Prince George's County, Maryland"
240338035132,"population",1158,2021,"block group","count","Block Group 2, Census Tract 8035.13, Prince George's County, Maryland"
240338035133,"population",2143,2021,"block group","count","Block Group 3, Census Tract 8035.13, Prince George's County, Maryland"
240338035141,"population",2628,2021,"block group","count","Block Group 1, Census Tract 8035.14, Prince George's County, Maryland"
240338035142,"population",2066,2021,"block group","count","Block Group 2, Census Tract 8035.14, Prince George's County, Maryland"
240338035161,"population",4041,2021,"block group","count","Block Group 1, Census Tract 8035.16, Prince George's County, Maryland"
240338035162,"population",834,2021,"block group","count","Block Group 2, Census Tract 8035.16, Prince George's County, Maryland"
240338035191,"population",2664,2021,"block group","count","Block Group 1, Census Tract 8035.19, Prince George's County, Maryland"
240338035192,"population",644,2021,"block group","count","Block Group 2, Census Tract 8035.19, Prince George's County, Maryland"
240338035193,"population",2876,2021,"block group","count","Block Group 3, Census Tract 8035.19, Prince George's County, Maryland"
240338035201,"population",1147,2021,"block group","count","Block Group 1, Census Tract 8035.20, Prince George's County, Maryland"
240338035202,"population",1706,2021,"block group","count","Block Group 2, Census Tract 8035.20, Prince George's County, Maryland"
240338035203,"population",1683,2021,"block group","count","Block Group 3, Census Tract 8035.20, Prince George's County, Maryland"
240338035211,"population",6884,2021,"block group","count","Block Group 1, Census Tract 8035.21, Prince George's County, Maryland"
240338035221,"population",640,2021,"block group","count","Block Group 1, Census Tract 8035.22, Prince George's County, Maryland"
240338035222,"population",1755,2021,"block group","count","Block Group 2, Census Tract 8035.22, Prince George's County, Maryland"
240338035223,"population",1230,2021,"block group","count","Block Group 3, Census Tract 8035.22, Prince George's County, Maryland"
240338035231,"population",1774,2021,"block group","count","Block Group 1, Census Tract 8035.23, Prince George's County, Maryland"
240338035232,"population",1957,2021,"block group","count","Block Group 2, Census Tract 8035.23, Prince George's County, Maryland"
240338035241,"population",2014,2021,"block group","count","Block Group 1, Census Tract 8035.24, Prince George's County, Maryland"
240338035242,"population",2664,2021,"block group","count","Block Group 2, Census Tract 8035.24, Prince George's County, Maryland"
240338035251,"population",662,2021,"block group","count","Block Group 1, Census Tract 8035.25, Prince George's County, Maryland"
240338035252,"population",1631,2021,"block group","count","Block Group 2, Census Tract 8035.25, Prince George's County, Maryland"
240338035261,"population",1714,2021,"block group","count","Block Group 1, Census Tract 8035.26, Prince George's County, Maryland"
240338035262,"population",1467,2021,"block group","count","Block Group 2, Census Tract 8035.26, Prince George's County, Maryland"
240338035271,"population",1764,2021,"block group","count","Block Group 1, Census Tract 8035.27, Prince George's County, Maryland"
240338035272,"population",1405,2021,"block group","count","Block Group 2, Census Tract 8035.27, Prince George's County, Maryland"
240338036011,"population",2753,2021,"block group","count","Block Group 1, Census Tract 8036.01, Prince George's County, Maryland"
240338036012,"population",947,2021,"block group","count","Block Group 2, Census Tract 8036.01, Prince George's County, Maryland"
